timestamp,x_g,y_g,f_g
2026-12-05T00:58:26.536,0.1400,-0.0500,1.0000
2026-12-05T00:58:26.619,0.1900,0.0000,1.0000
2026-12-05T00:58:26.740,0.0900,-0.0500,1.0000
2026-12-05T00:58:26.835,0.1400,0.0000,1.0000
2026-12-05T00:58:26.945,0.1400,0.0000,1.0000
2026-12-05T00:58:27.053,0.1900,0.0500,1.0000
2026-12-05T00:58:27.147,0.1400,-0.0500,1.0000
2026-12-05T00:58:27.256,0.1400,0.0000,1.0000
2026-12-05T00:58:27.350,0.1400,-0.0500,1.0000
2026-12-05T00:58:27.456,0.1400,0.0500,1.0000
2026-12-05T00:58:27.550,0.0900,0.0000,1.0000
2026-12-05T00:58:27.659,0.1400,0.0500,1.0000
2026-12-05T00:58:27.766,0.0900,0.0000,1.0000
2026-12-05T00:58:27.860,0.0900,0.0000,1.0000
2026-12-05T00:58:27.968,0.0900,0.0000,1.0000
2026-12-05T00:58:28.076,0.1900,-0.0500,1.0000
2026-12-05T00:58:28.172,0.1400,0.0000,1.0000
2026-12-05T00:58:28.264,0.1400,-0.0500,1.0000
2026-12-05T00:58:28.374,0.1400,0.0500,1.0000
2026-12-05T00:58:28.482,0.1400,0.0000,1.0000
2026-12-05T00:58:28.576,0.1400,0.0500,1.0000
2026-12-05T00:58:28.685,0.0500,0.0500,1.0000
2026-12-05T00:58:28.793,0.1400,-0.0500,1.0000
2026-12-05T00:58:28.886,0.1400,0.0500,1.0000
2026-12-05T00:58:28.996,0.0900,0.0000,1.0000
2026-12-05T00:58:29.081,0.1400,0.0500,1.0000
2026-12-05T00:58:29.200,0.1400,0.0000,1.0000
2026-12-05T00:58:29.295,0.0900,0.0000,1.0000
2026-12-05T00:58:29.402,0.1400,-0.0500,1.0000
2026-12-05T00:58:29.511,0.2300,0.0500,1.0000
2026-12-05T00:58:29.604,0.1400,-0.0500,1.0000
2026-12-05T00:58:29.714,0.1400,0.0000,1.0000
2026-12-05T00:58:29.822,0.0500,0.0000,1.0000
2026-12-05T00:58:29.904,0.0900,0.0000,1.0000
2026-12-05T00:58:30.026,0.0900,0.0000,1.0000
2026-12-05T00:58:30.119,0.1400,0.0000,1.0000
2026-12-05T00:58:30.229,0.1400,0.0000,1.0000
2026-12-05T00:58:30.312,0.0500,0.0000,1.0000
2026-12-05T00:58:30.432,0.0900,0.0500,1.0000
2026-12-05T00:58:30.541,0.1400,-0.0500,1.0000
2026-12-05T00:58:30.619,0.0900,0.0000,1.0000
2026-12-05T00:58:30.722,0.1900,0.0000,1.0000
2026-12-05T00:58:30.824,0.1400,0.0000,1.0000
2026-12-05T00:58:30.945,0.1400,0.0500,1.0000
2026-12-05T00:58:31.053,0.0900,0.0000,1.0000
2026-12-05T00:58:31.147,0.0900,0.0000,1.0000
2026-12-05T00:58:31.255,0.1400,0.0000,1.0000
2026-12-05T00:58:31.348,0.1400,0.0000,1.0000
2026-12-05T00:58:31.457,0.1400,-0.0500,1.0000
2026-12-05T00:58:31.551,0.1400,-0.0500,1.0000
2026-12-05T00:58:31.661,0.1400,0.0000,1.0000
2026-12-05T00:58:31.769,0.1400,0.0000,1.0000
2026-12-05T00:58:31.863,0.0900,0.0000,1.0000
2026-12-05T00:58:31.971,0.1400,-0.0500,1.0000
2026-12-05T00:58:32.063,0.1400,-0.0500,1.0000
2026-12-05T00:58:32.170,0.1400,0.0500,1.0000
2026-12-05T00:58:32.279,0.1400,0.0000,1.0000
2026-12-05T00:58:32.372,0.0900,-0.0500,1.0000
2026-12-05T00:58:32.482,0.1400,0.0500,1.0000
2026-12-05T00:58:32.576,0.1400,0.0000,1.0000
2026-12-05T00:58:32.684,0.1900,-0.0500,1.0000
2026-12-05T00:58:32.791,0.1400,0.0000,1.0000
2026-12-05T00:58:32.885,0.1900,0.0500,1.0000
2026-12-05T00:58:32.995,0.1400,0.0000,1.0000
2026-12-05T00:58:33.088,0.1400,0.0500,1.0000
2026-12-05T00:58:33.196,0.0900,0.0500,1.0000
2026-12-05T00:58:33.281,0.1400,0.0000,1.0000
2026-12-05T00:58:33.398,0.1900,0.0000,1.0000
2026-12-05T00:58:33.507,0.1900,0.0000,1.0000
2026-12-05T00:58:33.602,0.1400,0.0000,1.0000
2026-12-05T00:58:33.711,0.1400,0.0000,1.0000
2026-12-05T00:58:33.791,0.1400,-0.0500,1.0000
2026-12-05T00:58:33.914,0.1900,-0.0500,1.0000
2026-12-05T00:58:34.008,0.0900,0.0900,1.0000
2026-12-05T00:58:34.118,0.1400,0.0000,1.0000
2026-12-05T00:58:34.211,0.0900,0.0000,1.0000
2026-12-05T00:58:34.322,0.1400,0.0500,1.0000
2026-12-05T00:58:34.430,0.1900,0.0000,1.0000
2026-12-05T00:58:34.525,0.1400,0.0000,1.0000
2026-12-05T00:58:34.634,0.1400,0.0500,1.0000
2026-12-05T00:58:34.714,0.1400,0.0000,1.0000
2026-12-05T00:58:34.838,0.1400,0.0000,1.0000
2026-12-05T00:58:34.919,0.1900,0.0000,1.0000
2026-12-05T00:58:35.041,0.1400,-0.0500,1.0000
2026-12-05T00:58:35.126,0.0900,0.0500,1.0000
2026-12-05T00:58:35.243,0.1400,0.0000,1.0000
2026-12-05T00:58:35.349,0.1400,-0.0500,1.0000
2026-12-05T00:58:35.443,0.1900,0.0000,1.0000
2026-12-05T00:58:35.549,0.1400,0.0000,1.0000
2026-12-05T00:58:35.643,0.1400,0.0000,1.0000
2026-12-05T00:58:35.752,0.0900,0.0500,1.0000
2026-12-05T00:58:35.846,0.1400,0.0000,1.0000
2026-12-05T00:58:35.956,0.1400,0.0500,1.0000
2026-12-05T00:58:36.065,0.1400,0.0500,1.0000
2026-12-05T00:58:36.157,0.1400,0.0500,1.0000
2026-12-05T00:58:36.268,0.0900,-0.0500,1.0000
2026-12-05T00:58:36.349,0.0900,0.0000,1.0000
2026-12-05T00:58:36.469,0.1400,0.0500,1.0000
2026-12-05T00:58:36.578,0.1400,0.0000,1.0000
2026-12-05T00:58:36.672,0.1400,0.0500,1.0000
2026-12-05T00:58:36.783,0.1400,0.0500,1.0000
2026-12-05T00:58:36.860,0.1400,-0.0500,1.0000
2026-12-05T00:58:36.982,0.0900,-0.0500,1.0000
2026-12-05T00:58:37.065,0.0900,0.0000,1.0000
2026-12-05T00:58:37.183,0.1900,0.0000,1.0000
2026-12-05T00:58:37.291,0.1900,0.0000,1.0000
2026-12-05T00:58:37.386,0.1400,0.0000,1.0000
2026-12-05T00:58:37.495,0.1400,-0.0500,1.0000
2026-12-05T00:58:37.588,0.1400,0.0500,1.0000
2026-12-05T00:58:37.697,0.1400,0.0500,1.0000
2026-12-05T00:58:37.805,0.1900,-0.0500,1.0000
2026-12-05T00:58:37.883,0.1400,0.0000,1.0000
2026-12-05T00:58:38.007,0.1900,0.0500,1.0000
2026-12-05T00:58:38.101,0.1400,0.0500,1.0000
2026-12-05T00:58:38.209,0.1900,0.0000,1.0000
2026-12-05T00:58:38.303,0.0900,0.0000,1.0000
2026-12-05T00:58:38.411,0.1400,0.0500,1.0000
2026-12-05T00:58:38.519,0.0900,0.0000,1.0000
2026-12-05T00:58:38.615,0.1900,0.0000,1.0000
2026-12-05T00:58:38.725,0.1400,0.0000,1.0000
2026-12-05T00:58:38.818,0.1900,0.0000,1.0000
2026-12-05T00:58:38.925,0.1400,0.0000,1.0000
2026-12-05T00:58:39.019,0.0900,0.0000,1.0000
2026-12-05T00:58:39.129,0.1900,0.0000,1.0000
2026-12-05T00:58:39.236,0.0900,0.0500,1.0000
2026-12-05T00:58:39.314,0.1400,0.0500,1.0000
2026-12-05T00:58:39.441,0.0900,0.0000,1.0000
2026-12-05T00:58:39.534,0.1400,0.0500,1.0000
2026-12-05T00:58:39.644,0.1400,-0.0500,1.0000
2026-12-05T00:58:39.738,0.1400,0.0000,1.0000
2026-12-05T00:58:39.849,0.1400,0.0500,1.0000
2026-12-05T00:58:39.942,0.0900,0.0500,1.0000
2026-12-05T00:58:40.051,0.0900,0.0000,1.0000
2026-12-05T00:58:40.145,0.1400,0.0500,1.0000
2026-12-05T00:58:40.252,0.1400,0.0500,1.0000
2026-12-05T00:58:40.361,0.1400,-0.0500,1.0000
2026-12-05T00:58:40.468,0.1400,0.0500,1.0000
2026-12-05T00:58:40.565,0.1400,0.0000,1.0000
2026-12-05T00:58:40.658,0.1400,0.0000,1.0000
2026-12-05T00:58:40.766,0.1900,-0.0500,1.0000
2026-12-05T00:58:40.859,0.1400,0.0000,1.0000
2026-12-05T00:58:40.969,0.1400,0.0000,1.0000
2026-12-05T00:58:41.077,0.1400,0.0500,1.0000
2026-12-05T00:58:41.171,0.0900,-0.0500,1.0000
2026-12-05T00:58:41.280,0.1400,-0.0500,1.0000
2026-12-05T00:58:41.374,0.1400,-0.0500,1.0000
2026-12-05T00:58:41.483,0.0900,0.0000,1.0000
2026-12-05T00:58:41.576,0.0900,0.0500,1.0000
2026-12-05T00:58:41.685,0.1400,0.0000,1.0000
2026-12-05T00:58:41.793,0.1900,-0.0500,1.0000
2026-12-05T00:58:41.888,0.0900,0.0500,1.0000
2026-12-05T00:58:41.997,0.0900,0.0500,1.0000
2026-12-05T00:58:42.091,0.1400,0.0000,1.0000
2026-12-05T00:58:42.200,0.0900,0.0000,1.0000
2026-12-05T00:58:42.293,0.0900,0.0500,1.0000
2026-12-05T00:58:42.402,0.1400,-0.0500,1.0000
2026-12-05T00:58:42.486,0.1400,-0.0500,1.0000
2026-12-05T00:58:42.603,0.1900,0.0500,1.0000
2026-12-05T00:58:42.713,0.1400,0.0000,1.0000
2026-12-05T00:58:42.807,0.0900,-0.0500,1.0000
2026-12-05T00:58:42.916,0.1400,0.0500,1.0000
2026-12-05T00:58:43.010,0.1400,0.0000,1.0000
2026-12-05T00:58:43.119,0.1400,-0.0500,1.0000
2026-12-05T00:58:43.227,0.0900,-0.0500,1.0000
2026-12-05T00:58:43.320,0.1400,0.0000,1.0000
2026-12-05T00:58:43.428,0.1400,0.0500,1.0000
2026-12-05T00:58:43.510,0.1400,-0.0500,1.0000
2026-12-05T00:58:43.632,0.1400,0.0000,1.0000
2026-12-05T00:58:43.713,0.1900,0.0000,1.0000
2026-12-05T00:58:43.833,0.1400,0.0000,1.0000
2026-12-05T00:58:43.940,0.1900,0.0000,1.0000
2026-12-05T00:58:44.035,0.0900,0.0500,1.0000
2026-12-05T00:58:44.143,0.1400,0.0000,1.0000
2026-12-05T00:58:44.238,0.0900,0.0000,1.0000
2026-12-05T00:58:44.346,0.1400,0.0000,1.0000
2026-12-05T00:58:44.439,0.0900,0.0000,1.0000
2026-12-05T00:58:44.533,0.0900,0.0000,1.0000
2026-12-05T00:58:44.657,0.0900,0.0000,1.0000
2026-12-05T00:58:44.736,0.1900,0.0500,1.0000
2026-12-05T00:58:44.861,0.0900,0.0000,1.0000
2026-12-05T00:58:44.955,0.1400,-0.0500,1.0000
2026-12-05T00:58:45.065,0.1400,0.0000,1.0000
2026-12-05T00:58:45.159,0.1900,0.0000,1.0000
2026-12-05T00:58:45.268,0.0900,0.0000,1.0000
2026-12-05T00:58:45.361,0.1400,0.0500,1.0000
2026-12-05T00:58:45.468,0.1400,0.0000,1.0000
2026-12-05T00:58:45.555,0.0900,0.0500,1.0000
2026-12-05T00:58:45.671,0.0900,0.0000,1.0000
2026-12-05T00:58:45.785,0.0900,0.0500,1.0000
2026-12-05T00:58:45.873,0.0900,0.0000,1.0000
2026-12-05T00:58:45.963,0.1400,0.0000,1.0000
2026-12-05T00:58:46.090,0.1400,0.0500,1.0000
2026-12-05T00:58:46.184,0.1400,0.0500,1.0000
2026-12-05T00:58:46.293,0.0900,-0.0500,1.0000
2026-12-05T00:58:46.387,0.0900,0.0000,1.0000
2026-12-05T00:58:46.495,0.0900,0.0500,1.0000
2026-12-05T00:58:46.589,0.1400,0.0500,1.0000
2026-12-05T00:58:46.698,0.1400,0.0500,1.0000
2026-12-05T00:58:46.806,0.0900,0.0500,1.0000
2026-12-05T00:58:46.899,0.1900,0.0000,1.0000
2026-12-05T00:58:47.007,0.1400,0.0000,1.0000
2026-12-05T00:58:47.099,0.0900,0.0000,1.0000
2026-12-05T00:58:47.209,0.1400,0.0000,1.0000
2026-12-05T00:58:47.303,0.1900,0.0000,1.0000
2026-12-05T00:58:47.412,0.1900,-0.0500,1.0000
2026-12-05T00:58:47.521,0.0900,0.0000,1.0000
2026-12-05T00:58:47.614,0.0900,0.0000,1.0000
2026-12-05T00:58:47.723,0.0900,-0.0500,1.0000
2026-12-05T00:58:47.805,0.1400,-0.0500,1.0000
2026-12-05T00:58:47.907,0.1400,0.0000,1.0000
2026-12-05T00:58:48.030,0.0900,0.0000,1.0000
2026-12-05T00:58:48.137,0.0900,0.0000,1.0000
2026-12-05T00:58:48.232,0.0900,0.0000,1.0000
2026-12-05T00:58:48.340,0.1400,0.0500,1.0000
2026-12-05T00:58:48.420,0.1400,0.0000,1.0000
2026-12-05T00:58:48.521,0.1400,0.0000,1.0000
2026-12-05T00:58:48.634,0.0900,0.0000,1.0000
2026-12-05T00:58:48.745,0.0900,0.0500,1.0000
2026-12-05T00:58:48.828,0.0900,0.0000,1.0000
2026-12-05T00:58:48.950,0.1400,0.0000,1.0000
2026-12-05T00:58:49.032,0.0500,0.0000,1.0000
2026-12-05T00:58:49.135,0.1900,0.0500,1.0000
2026-12-05T00:58:49.259,0.1900,0.0500,1.0000
2026-12-05T00:58:49.352,0.1900,0.0000,1.0000
2026-12-05T00:58:49.462,0.1400,0.0000,1.0000
2026-12-05T00:58:49.555,0.0900,0.0000,1.0000
2026-12-05T00:58:49.663,0.1900,0.0000,1.0000
2026-12-05T00:58:49.770,0.0900,0.0000,1.0000
2026-12-05T00:58:49.851,0.0900,0.0000,1.0000
2026-12-05T00:58:49.953,0.0900,0.0500,1.0000
2026-12-05T00:58:50.055,0.1400,0.0000,1.0000
2026-12-05T00:58:50.174,0.0900,0.0000,1.0000
2026-12-05T00:58:50.283,0.1400,0.0500,1.0000
2026-12-05T00:58:50.376,0.0900,0.0000,1.0000
2026-12-05T00:58:50.484,0.1400,-0.0500,1.0000
2026-12-05T00:58:50.576,0.1900,0.0500,1.0000
2026-12-05T00:58:50.669,0.1900,0.0500,1.0000
2026-12-05T00:58:50.792,0.1400,0.0500,1.0000
2026-12-05T00:58:50.873,0.1400,0.0000,1.0000
2026-12-05T00:58:50.976,0.1400,0.0000,1.0000
2026-12-05T00:58:51.091,0.1400,0.0000,1.0000
2026-12-05T00:58:51.179,0.1400,0.0000,1.0000
2026-12-05T00:58:51.295,0.1900,-0.0500,1.0000
2026-12-05T00:58:51.385,0.0900,-0.0500,1.0000
2026-12-05T00:58:51.511,0.1400,-0.0500,1.0000
2026-12-05T00:58:51.605,0.1400,0.0000,1.0000
2026-12-05T00:58:51.692,0.1400,0.0500,1.0000
2026-12-05T00:58:51.809,0.1400,0.0500,1.0000
2026-12-05T00:58:51.896,0.1400,0.0000,1.0000
2026-12-05T00:58:52.009,0.1400,0.0000,1.0000
2026-12-05T00:58:52.101,0.1400,-0.0500,1.0000
2026-12-05T00:58:52.204,0.0900,0.0000,1.0000
2026-12-05T00:58:52.305,0.0900,0.0000,1.0000
2026-12-05T00:58:52.430,0.1900,0.0000,1.0000
2026-12-05T00:58:52.510,0.1400,0.0500,1.0000
2026-12-05T00:58:52.612,0.1400,0.0000,1.0000
2026-12-05T00:58:52.725,0.1400,0.0500,1.0000
2026-12-05T00:58:52.832,0.0900,-0.0500,1.0000
2026-12-05T00:58:52.951,0.0500,0.0000,1.0000
2026-12-05T00:58:53.033,0.1400,0.0000,1.0000
2026-12-05T00:58:53.142,0.0900,0.0000,1.0000
2026-12-05T00:58:53.250,0.1400,0.0000,1.0000
2026-12-05T00:58:53.341,0.0900,0.0000,1.0000
2026-12-05T00:58:53.449,0.1400,-0.0500,1.0000
2026-12-05T00:58:53.556,0.1400,0.0000,1.0000
2026-12-05T00:58:53.635,0.0900,-0.0500,1.0000
2026-12-05T00:58:53.737,0.1900,0.0500,1.0000
2026-12-05T00:58:53.839,0.1400,0.0000,1.0000
2026-12-05T00:58:53.959,0.1400,-0.0500,1.0000
2026-12-05T00:58:54.068,0.0900,0.0000,1.0000
2026-12-05T00:58:54.161,0.1900,0.0000,1.0000
2026-12-05T00:58:54.272,0.1400,0.0500,1.0000
2026-12-05T00:58:54.353,0.1400,-0.0500,1.0000
2026-12-05T00:58:54.472,0.1400,0.0000,1.0000
2026-12-05T00:58:54.566,0.1900,0.0000,1.0000
2026-12-05T00:58:54.659,0.1400,0.0000,1.0000
2026-12-05T00:58:54.783,0.1900,0.0000,1.0000
2026-12-05T00:58:54.876,0.1400,-0.0500,1.0000
2026-12-05T00:58:54.985,0.1400,0.0500,1.0000
2026-12-05T00:58:55.069,0.1400,0.0500,1.0000
2026-12-05T00:58:55.186,0.0900,0.0500,1.0000
2026-12-05T00:58:55.295,0.1400,0.0500,1.0000
2026-12-05T00:58:55.387,0.1400,0.0000,1.0000
2026-12-05T00:58:55.495,0.0900,0.0000,1.0000
2026-12-05T00:58:55.604,0.0900,0.0000,1.0000
2026-12-05T00:58:55.697,0.1400,0.0000,1.0000
2026-12-05T00:58:55.807,0.1400,0.0000,1.0000
2026-12-05T00:58:55.889,0.1400,0.0000,1.0000
2026-12-05T00:58:55.989,0.0900,0.0000,1.0000
2026-12-05T00:58:56.091,0.1400,0.0000,1.0000
2026-12-05T00:58:56.194,0.1400,0.0000,1.0000
2026-12-05T00:58:56.295,0.0900,-0.0500,1.0000
2026-12-05T00:58:56.417,0.1900,0.0500,1.0000
2026-12-05T00:58:56.511,0.0900,0.0500,1.0000
2026-12-05T00:58:56.604,0.0900,0.0000,1.0000
2026-12-05T00:58:56.705,0.0900,0.0000,1.0000
2026-12-05T00:58:56.807,0.0900,0.0000,1.0000
2026-12-05T00:58:56.932,0.1400,0.0500,1.0000
2026-12-05T00:58:57.012,0.0900,0.0000,1.0000
2026-12-05T00:58:57.134,0.1400,-0.0500,1.0000
2026-12-05T00:58:57.216,0.1400,0.0500,1.0000
2026-12-05T00:58:57.319,0.1400,0.0500,1.0000
2026-12-05T00:58:57.421,0.0900,0.0000,1.0000
2026-12-05T00:58:57.523,0.0900,0.0000,1.0000
2026-12-05T00:58:57.626,0.1400,-0.0500,1.0000
2026-12-05T00:58:57.745,0.1400,0.0500,1.0000
2026-12-05T00:58:57.904,0.1400,0.0500,1.0000
2026-12-05T00:58:57.946,0.0900,-0.0500,1.0000
2026-12-05T00:58:58.054,0.0900,-0.0500,1.0000
2026-12-05T01:01:20.534,0.4700,-0.1400,1.0000
2026-12-05T01:01:20.610,0.4700,-0.0900,1.0000
2026-12-05T01:01:20.719,0.4200,-0.1900,1.0000
2026-12-05T01:01:20.812,0.4200,-0.1900,1.0000
2026-12-05T01:01:20.920,0.4200,-0.1900,1.0000
2026-12-05T01:01:21.027,0.3800,-0.1400,1.0000
2026-12-05T01:01:21.106,0.4200,-0.1900,1.0000
2026-12-05T01:01:21.229,0.4200,-0.1400,1.0000
2026-12-05T01:01:21.323,0.4200,-0.0900,1.0000
2026-12-05T01:01:21.433,0.4200,-0.1400,1.0000
2026-12-05T01:01:21.528,0.4200,-0.1400,1.0000
2026-12-05T01:01:21.635,0.4200,-0.1400,1.0000
2026-12-05T01:01:21.742,0.4700,-0.1400,1.0000
2026-12-05T01:01:21.835,0.4200,-0.1400,1.0000
2026-12-05T01:01:21.946,0.4200,-0.1400,1.0000
2026-12-05T01:01:22.042,0.5200,-0.1400,1.0000
2026-12-05T01:01:22.150,0.4200,-0.1400,1.0000
2026-12-05T01:01:22.245,0.4700,-0.1400,1.0000
2026-12-05T01:01:22.352,0.4700,-0.1400,1.0000
2026-12-05T01:01:22.461,0.4200,-0.1400,1.0000
2026-12-05T01:01:22.540,0.4700,-0.1400,1.0000
2026-12-05T01:01:22.664,0.4700,-0.0900,1.0000
2026-12-05T01:01:22.760,0.4700,-0.1400,1.0000
2026-12-05T01:01:22.855,0.4200,-0.1900,1.0000
2026-12-05T01:01:22.965,0.4700,-0.1900,1.0000
2026-12-05T01:01:23.073,0.4700,-0.1900,1.0000
2026-12-05T01:01:23.166,0.4700,-0.1400,1.0000
2026-12-05T01:01:23.275,0.4200,-0.0900,1.0000
2026-12-05T01:01:23.369,0.4200,-0.2300,1.0000
2026-12-05T01:01:23.459,0.4200,-0.1400,1.0000
2026-12-05T01:01:23.584,0.3800,-0.1400,1.0000
2026-12-05T01:01:23.676,0.3800,-0.1400,1.0000
2026-12-05T01:01:23.766,0.4200,-0.1900,1.0000
2026-12-05T01:01:23.892,0.4700,-0.1400,1.0000
2026-12-05T01:01:23.971,0.4700,-0.1900,1.0000
2026-12-05T01:01:24.093,0.4700,-0.0900,1.0000
2026-12-05T01:01:24.187,0.4200,-0.1900,1.0000
2026-12-05T01:01:24.276,0.4700,-0.1900,1.0000
2026-12-05T01:01:24.379,0.4700,-0.1900,1.0000
2026-12-05T01:01:24.483,0.3800,-0.1400,1.0000
2026-12-05T01:01:24.584,0.3800,-0.0900,1.0000
2026-12-05T01:01:24.686,0.4700,-0.2300,1.0000
2026-12-05T01:01:24.812,0.4200,-0.2300,1.0000
2026-12-05T01:01:24.904,0.4700,-0.1900,1.0000
2026-12-05T01:01:24.995,0.4700,-0.1400,1.0000
2026-12-05T01:01:25.106,0.4200,-0.1400,1.0000
2026-12-05T01:01:25.198,0.4700,-0.1900,1.0000
2026-12-05T01:01:25.301,0.4700,-0.1400,1.0000
2026-12-05T01:01:25.402,0.4700,-0.1900,1.0000
2026-12-05T01:01:25.526,0.4700,-0.1400,1.0000
2026-12-05T01:01:25.608,0.4700,-0.1400,1.0000
2026-12-05T01:01:25.728,0.4200,-0.1400,1.0000
2026-12-05T01:01:25.813,0.3800,-0.2300,1.0000
2026-12-05T01:01:25.915,0.4200,-0.1900,1.0000
2026-12-05T01:01:26.017,0.4700,-0.1400,1.0000
2026-12-05T01:01:26.133,0.4700,-0.1400,1.0000
2026-12-05T01:01:26.222,0.4200,-0.1900,1.0000
2026-12-05T01:01:26.324,0.3800,-0.1400,1.0000
2026-12-05T01:01:26.445,0.4200,-0.1400,1.0000
2026-12-05T01:01:26.528,0.3800,-0.1400,1.0000
2026-12-05T01:01:26.630,0.4200,-0.1400,1.0000
2026-12-05T01:01:26.757,0.4200,-0.0900,1.0000
2026-12-05T01:01:26.851,0.4700,-0.0900,1.0000
2026-12-05T01:01:26.943,0.4200,-0.1900,1.0000
2026-12-05T01:01:27.069,0.4200,-0.1400,1.0000
2026-12-05T01:01:27.148,0.4200,-0.0900,1.0000
2026-12-05T01:01:27.251,0.4700,-0.1900,1.0000
2026-12-05T01:01:27.367,0.4700,-0.1400,1.0000
2026-12-05T01:01:27.456,0.4200,-0.1900,1.0000
2026-12-05T01:01:27.569,0.3800,-0.1400,1.0000
2026-12-05T01:01:27.679,0.3800,-0.1400,1.0000
2026-12-05T01:01:27.773,0.4700,-0.1400,1.0000
2026-12-05T01:01:27.883,0.4200,-0.1900,1.0000
2026-12-05T01:01:27.991,0.4700,-0.1400,1.0000
2026-12-05T01:01:28.069,0.4200,-0.1400,1.0000
2026-12-05T01:01:28.171,0.4200,-0.0900,1.0000
2026-12-05T01:01:28.286,0.4700,-0.1400,1.0000
2026-12-05T01:01:28.376,0.3800,-0.1400,1.0000
2026-12-05T01:01:28.490,0.4700,-0.1900,1.0000
2026-12-05T01:01:28.599,0.4700,-0.1400,1.0000
2026-12-05T01:01:28.683,0.4700,-0.1400,1.0000
2026-12-05T01:01:28.785,0.4700,-0.1900,1.0000
2026-12-05T01:01:28.909,0.4200,-0.0900,1.0000
2026-12-05T01:01:28.990,0.4700,-0.1400,1.0000
2026-12-05T01:01:29.111,0.4200,-0.1900,1.0000
2026-12-05T01:01:29.204,0.4700,-0.1900,1.0000
2026-12-05T01:01:29.313,0.4200,-0.1400,1.0000
2026-12-05T01:01:29.421,0.4200,-0.1400,1.0000
2026-12-05T01:01:29.514,0.4200,-0.1400,1.0000
2026-12-05T01:01:29.626,0.4700,-0.0900,1.0000
2026-12-05T01:01:29.718,0.4200,-0.1400,1.0000
2026-12-05T01:01:29.827,0.4200,-0.1900,1.0000
2026-12-05T01:01:29.934,0.4200,-0.1900,1.0000
2026-12-05T01:01:30.030,0.4200,-0.1400,1.0000
2026-12-05T01:01:30.137,0.4700,-0.1400,1.0000
2026-12-05T01:01:30.229,0.3800,-0.1400,1.0000
2026-12-05T01:01:30.338,0.3800,-0.1400,1.0000
2026-12-05T01:01:30.446,0.4700,-0.1900,1.0000
2026-12-05T01:01:30.525,0.4700,-0.1400,1.0000
2026-12-05T01:01:30.649,0.4700,-0.1900,1.0000
2026-12-05T01:01:30.730,0.4700,-0.0900,1.0000
2026-12-05T01:01:30.849,0.4200,-0.1400,1.0000
2026-12-05T01:01:30.945,0.4200,-0.1400,1.0000
2026-12-05T01:01:31.036,0.6100,0.8400,0.0000
2026-12-05T01:01:31.149,0.1400,0.5200,0.0000
2026-12-05T01:01:31.258,0.7000,-0.3800,0.0000
2026-12-05T01:01:31.342,0.6600,0.1900,0.0000
2026-12-05T01:01:31.461,0.5200,-0.3300,0.0000
2026-12-05T01:01:31.547,0.9400,-0.2300,0.0000
2026-12-05T01:01:31.662,1.0800,0.2800,0.0000
2026-12-05T01:01:31.751,0.3300,-0.1400,1.0000
2026-12-05T01:01:31.865,0.4700,-0.1400,1.0000
2026-12-05T01:01:31.956,0.3800,-0.1900,1.0000
2026-12-05T01:01:32.080,0.4200,-0.1400,1.0000
2026-12-05T01:01:32.175,0.3800,-0.1400,1.0000
2026-12-05T01:01:32.262,0.4200,-0.1400,1.0000
2026-12-05T01:01:32.376,0.3800,-0.0900,1.0000
2026-12-05T01:01:32.484,0.4200,-0.1900,1.0000
2026-12-05T01:01:32.593,0.4200,-0.1900,1.0000
2026-12-05T01:01:32.684,0.3800,-0.1400,1.0000
2026-12-05T01:01:32.795,0.3800,-0.1400,1.0000
2026-12-05T01:01:32.876,0.4200,-0.1400,1.0000
2026-12-05T01:01:32.979,0.4200,-0.0900,1.0000
2026-12-05T01:01:33.105,0.4200,-0.0500,1.0000
2026-12-05T01:01:33.185,0.4200,-0.1400,1.0000
2026-12-05T01:01:33.288,0.3800,-0.1400,1.0000
2026-12-05T01:01:33.402,0.4200,-0.1400,1.0000
2026-12-05T01:01:33.492,0.3800,-0.0900,1.0000
2026-12-05T01:01:33.594,0.4700,-0.1400,1.0000
2026-12-05T01:01:33.713,0.4200,-0.1400,1.0000
2026-12-05T01:01:33.822,0.4200,-0.1400,1.0000
2026-12-05T01:01:33.914,0.3800,-0.0900,1.0000
2026-12-05T01:01:34.002,0.4200,-0.0900,1.0000
2026-12-05T01:01:34.117,0.4200,-0.1400,1.0000
2026-12-05T01:01:34.207,0.4200,-0.1400,1.0000
2026-12-05T01:01:34.320,0.3800,-0.1400,1.0000
2026-12-05T01:01:34.429,0.3800,-0.1900,1.0000
2026-12-05T01:01:34.538,0.4700,-0.0900,1.0000
2026-12-05T01:01:34.631,0.4200,-0.1400,1.0000
2026-12-05T01:01:34.740,0.3800,-0.1400,1.0000
2026-12-05T01:01:34.833,0.4200,-0.1400,1.0000
2026-12-05T01:01:34.941,0.4200,-0.1400,1.0000
2026-12-05T01:01:35.049,0.3800,-0.1400,1.0000
2026-12-05T01:01:35.142,0.4200,-0.0900,1.0000
2026-12-05T01:01:35.251,0.4200,-0.1400,1.0000
2026-12-05T01:01:35.345,0.4200,-0.0900,1.0000
2026-12-05T01:01:35.453,0.4200,-0.1400,1.0000
2026-12-05T01:01:35.536,0.4200,-0.0900,1.0000
2026-12-05T01:01:35.656,0.4200,-0.0900,1.0000
2026-12-05T01:01:35.765,0.3800,-0.0900,1.0000
